common_name,month,pounds_caught,year,sci_name,commonname,classcode
california sheephead,april,0,2005,semicossyphus pulcher,California sheephead,spul
black surfperch,april,0,2005,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,april,0,2005,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,april,0,2005,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,may,0,2005,hexagrammos decagrammus,kelp greenling,hdec
lingcod,may,176,2005,ophiodon elongatus,lingcod,oelo
black-and-yellow rockfish,may,1,2005,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,may,7,2005,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,may,205,2005,sebastes paucispinis,bocaccio,spau
brown rockfish,may,0,2005,sebastes auriculatus,brown rockfish,saur
copper rockfish,may,54,2005,sebastes caurinus,copper rockfish,scau
gopher rockfish,may,13,2005,sebastes carnatus,gopher rockfish,scar
grass rockfish,may,536,2005,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,may,14,2005,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,may,1055,2005,sebastes miniatus,vermilion rockfish,smin
pacific sardine,may,600,2005,sardinops sagax,Pacific sardine,ssag
california scorpionfish,may,105,2005,scorpaena guttata,California scorpionfish,sgut
california sheephead,may,1772,2005,semicossyphus pulcher,California sheephead,spul
black surfperch,may,1,2005,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,may,1,2005,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,may,0,2005,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,june,47,2005,hexagrammos decagrammus,kelp greenling,hdec
lingcod,june,208,2005,ophiodon elongatus,lingcod,oelo
black-and-yellow rockfish,june,5,2005,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,june,2,2005,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,june,23,2005,sebastes paucispinis,bocaccio,spau
brown rockfish,june,16,2005,sebastes auriculatus,brown rockfish,saur
copper rockfish,june,310,2005,sebastes caurinus,copper rockfish,scau
gopher rockfish,june,73,2005,sebastes carnatus,gopher rockfish,scar
grass rockfish,june,741,2005,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,june,0,2005,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,june,504,2005,sebastes miniatus,vermilion rockfish,smin
pacific sardine,june,0,2005,sardinops sagax,Pacific sardine,ssag
california scorpionfish,june,55,2005,scorpaena guttata,California scorpionfish,sgut
california sheephead,june,3025,2005,semicossyphus pulcher,California sheephead,spul
black surfperch,june,0,2005,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,june,3,2005,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,june,0,2005,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,july,0,2005,hexagrammos decagrammus,kelp greenling,hdec
lingcod,july,430,2005,ophiodon elongatus,lingcod,oelo
black-and-yellow rockfish,july,1,2005,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,july,7,2005,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,july,169,2005,sebastes paucispinis,bocaccio,spau
brown rockfish,july,88,2005,sebastes auriculatus,brown rockfish,saur
copper rockfish,july,128,2005,sebastes caurinus,copper rockfish,scau
gopher rockfish,july,37,2005,sebastes carnatus,gopher rockfish,scar
grass rockfish,july,1067,2005,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,july,2,2005,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,july,1566,2005,sebastes miniatus,vermilion rockfish,smin
pacific sardine,july,8565,2005,sardinops sagax,Pacific sardine,ssag
california scorpionfish,july,83,2005,scorpaena guttata,California scorpionfish,sgut
california sheephead,july,3631,2005,semicossyphus pulcher,California sheephead,spul
black surfperch,july,0,2005,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,july,0,2005,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,july,0,2005,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,august,0,2005,hexagrammos decagrammus,kelp greenling,hdec
lingcod,august,472,2005,ophiodon elongatus,lingcod,oelo
black-and-yellow rockfish,august,110,2005,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,august,70,2005,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,august,13,2005,sebastes paucispinis,bocaccio,spau
brown rockfish,august,60,2005,sebastes auriculatus,brown rockfish,saur
copper rockfish,august,637,2005,sebastes caurinus,copper rockfish,scau
gopher rockfish,august,81,2005,sebastes carnatus,gopher rockfish,scar
grass rockfish,august,508,2005,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,august,200,2005,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,august,297,2005,sebastes miniatus,vermilion rockfish,smin
pacific sardine,august,619953,2005,sardinops sagax,Pacific sardine,ssag
california scorpionfish,august,67,2005,scorpaena guttata,California scorpionfish,sgut
california sheephead,august,4478,2005,semicossyphus pulcher,California sheephead,spul
black surfperch,august,0,2005,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,august,0,2005,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,august,1,2005,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,september,0,2005,hexagrammos decagrammus,kelp greenling,hdec
lingcod,september,259,2005,ophiodon elongatus,lingcod,oelo
black-and-yellow rockfish,september,26,2005,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,september,45,2005,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,september,142,2005,sebastes paucispinis,bocaccio,spau
brown rockfish,september,3,2005,sebastes auriculatus,brown rockfish,saur
copper rockfish,september,218,2005,sebastes caurinus,copper rockfish,scau
gopher rockfish,september,61,2005,sebastes carnatus,gopher rockfish,scar
grass rockfish,september,134,2005,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,september,209,2005,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,september,942,2005,sebastes miniatus,vermilion rockfish,smin
pacific sardine,september,588567,2005,sardinops sagax,Pacific sardine,ssag
california scorpionfish,september,29,2005,scorpaena guttata,California scorpionfish,sgut
california sheephead,september,2302,2005,semicossyphus pulcher,California sheephead,spul
black surfperch,september,0,2005,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,september,3,2005,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,september,0,2005,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,october,0,2005,hexagrammos decagrammus,kelp greenling,hdec
lingcod,october,382,2005,ophiodon elongatus,lingcod,oelo
black-and-yellow rockfish,october,0,2005,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,october,53,2005,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,october,275,2005,sebastes paucispinis,bocaccio,spau
brown rockfish,october,2,2005,sebastes auriculatus,brown rockfish,saur
copper rockfish,october,466,2005,sebastes caurinus,copper rockfish,scau
gopher rockfish,october,54,2005,sebastes carnatus,gopher rockfish,scar
grass rockfish,october,477,2005,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,october,135,2005,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,october,1497,2005,sebastes miniatus,vermilion rockfish,smin
pacific sardine,october,392464,2005,sardinops sagax,Pacific sardine,ssag
california scorpionfish,october,71,2005,scorpaena guttata,California scorpionfish,sgut
california sheephead,october,1485,2005,semicossyphus pulcher,California sheephead,spul
black surfperch,october,0,2005,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,october,0,2005,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,october,0,2005,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,november,0,2005,hexagrammos decagrammus,kelp greenling,hdec
lingcod,november,0,2005,ophiodon elongatus,lingcod,oelo
black-and-yellow rockfish,november,24,2005,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,november,122,2005,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,november,46,2005,sebastes paucispinis,bocaccio,spau
brown rockfish,november,40,2005,sebastes auriculatus,brown rockfish,saur
copper rockfish,november,437,2005,sebastes caurinus,copper rockfish,scau
gopher rockfish,november,22,2005,sebastes carnatus,gopher rockfish,scar
grass rockfish,november,448,2005,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,november,3,2005,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,november,115,2005,sebastes miniatus,vermilion rockfish,smin
pacific sardine,november,1371789,2005,sardinops sagax,Pacific sardine,ssag
california scorpionfish,november,75,2005,scorpaena guttata,California scorpionfish,sgut
california sheephead,november,3432,2005,semicossyphus pulcher,California sheephead,spul
black surfperch,november,0,2005,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,november,0,2005,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,november,0,2005,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,december,0,2005,hexagrammos decagrammus,kelp greenling,hdec
lingcod,december,0,2005,ophiodon elongatus,lingcod,oelo
black-and-yellow rockfish,december,0,2005,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,december,78,2005,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,december,20,2005,sebastes paucispinis,bocaccio,spau
brown rockfish,december,0,2005,sebastes auriculatus,brown rockfish,saur
copper rockfish,december,44,2005,sebastes caurinus,copper rockfish,scau
gopher rockfish,december,0,2005,sebastes carnatus,gopher rockfish,scar
grass rockfish,december,215,2005,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,december,3,2005,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,december,205,2005,sebastes miniatus,vermilion rockfish,smin
pacific sardine,december,237961,2005,sardinops sagax,Pacific sardine,ssag
california scorpionfish,december,278,2005,scorpaena guttata,California scorpionfish,sgut
california sheephead,december,1654,2005,semicossyphus pulcher,California sheephead,spul
black surfperch,december,7,2005,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,december,2,2005,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,december,0,2005,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,january,7,2006,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,january,0,2006,medialuna californiensis,halfmoon,mcal
lingcod,january,0,2006,ophiodon elongatus,lingcod,oelo
opaleye,january,0,2006,girella nigricans,opaleye,gnig
black-and-yellow rockfish,january,0,2006,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,january,131,2006,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,january,354,2006,sebastes paucispinis,bocaccio,spau
brown rockfish,january,0,2006,sebastes auriculatus,brown rockfish,saur
copper rockfish,january,98,2006,sebastes caurinus,copper rockfish,scau
gopher rockfish,january,0,2006,sebastes carnatus,gopher rockfish,scar
grass rockfish,january,29,2006,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,january,0,2006,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,january,205,2006,sebastes miniatus,vermilion rockfish,smin
pacific sardine,january,16342,2006,sardinops sagax,Pacific sardine,ssag
california scorpionfish,january,283,2006,scorpaena guttata,California scorpionfish,sgut
horn shark,january,0,2006,heterodontus francisci,horn shark,hfra
california sheephead,january,568,2006,semicossyphus pulcher,California sheephead,spul
black surfperch,january,0,2006,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,january,0,2006,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,january,0,2006,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,january,0,2006,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,february,0,2006,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,february,0,2006,medialuna californiensis,halfmoon,mcal
lingcod,february,8,2006,ophiodon elongatus,lingcod,oelo
opaleye,february,10,2006,girella nigricans,opaleye,gnig
black-and-yellow rockfish,february,0,2006,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,february,68,2006,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,february,33,2006,sebastes paucispinis,bocaccio,spau
brown rockfish,february,29,2006,sebastes auriculatus,brown rockfish,saur
copper rockfish,february,34,2006,sebastes caurinus,copper rockfish,scau
gopher rockfish,february,15,2006,sebastes carnatus,gopher rockfish,scar
grass rockfish,february,553,2006,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,february,2,2006,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,february,254,2006,sebastes miniatus,vermilion rockfish,smin
pacific sardine,february,37565,2006,sardinops sagax,Pacific sardine,ssag
california scorpionfish,february,53,2006,scorpaena guttata,California scorpionfish,sgut
horn shark,february,9,2006,heterodontus francisci,horn shark,hfra
california sheephead,february,853,2006,semicossyphus pulcher,California sheephead,spul
black surfperch,february,0,2006,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,february,0,2006,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,february,0,2006,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,february,15,2006,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,march,0,2006,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,march,0,2006,medialuna californiensis,halfmoon,mcal
lingcod,march,0,2006,ophiodon elongatus,lingcod,oelo
opaleye,march,0,2006,girella nigricans,opaleye,gnig
black-and-yellow rockfish,march,0,2006,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,march,0,2006,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,march,0,2006,sebastes paucispinis,bocaccio,spau
brown rockfish,march,0,2006,sebastes auriculatus,brown rockfish,saur
copper rockfish,march,0,2006,sebastes caurinus,copper rockfish,scau
gopher rockfish,march,0,2006,sebastes carnatus,gopher rockfish,scar
grass rockfish,march,0,2006,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,march,0,2006,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,march,462,2006,sebastes miniatus,vermilion rockfish,smin
pacific sardine,march,3401,2006,sardinops sagax,Pacific sardine,ssag
california scorpionfish,march,43,2006,scorpaena guttata,California scorpionfish,sgut
horn shark,march,4,2006,heterodontus francisci,horn shark,hfra
california sheephead,march,0,2006,semicossyphus pulcher,California sheephead,spul
black surfperch,march,0,2006,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,march,0,2006,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,march,0,2006,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,march,0,2006,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,april,0,2006,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,april,0,2006,medialuna californiensis,halfmoon,mcal
lingcod,april,0,2006,ophiodon elongatus,lingcod,oelo
opaleye,april,0,2006,girella nigricans,opaleye,gnig
black-and-yellow rockfish,april,0,2006,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,april,0,2006,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,april,0,2006,sebastes paucispinis,bocaccio,spau
brown rockfish,april,0,2006,sebastes auriculatus,brown rockfish,saur
copper rockfish,april,0,2006,sebastes caurinus,copper rockfish,scau
gopher rockfish,april,0,2006,sebastes carnatus,gopher rockfish,scar
grass rockfish,april,0,2006,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,april,0,2006,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,april,302,2006,sebastes miniatus,vermilion rockfish,smin
pacific sardine,april,50523,2006,sardinops sagax,Pacific sardine,ssag
california scorpionfish,april,1,2006,scorpaena guttata,California scorpionfish,sgut
horn shark,april,0,2006,heterodontus francisci,horn shark,hfra
california sheephead,april,0,2006,semicossyphus pulcher,California sheephead,spul
black surfperch,april,0,2006,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,april,0,2006,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,april,0,2006,rhacochilus toxotes,rubberlip seaperch,rtox
rock wrasse,april,0,2006,halichoeres semicinctus,rock wrasse,hsem
kelp greenling,may,2,2006,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,may,0,2006,medialuna californiensis,halfmoon,mcal
lingcod,may,566,2006,ophiodon elongatus,lingcod,oelo
opaleye,may,0,2006,girella nigricans,opaleye,gnig
